family_jetz,species_jetz,cd1,family_ritland,genus_ritland,species_ritland
Artamidae,Artamus cinereus,4.6,Artamidae,Artamus,cinereus
Artamidae,Artamus cyanopterus,4.4,Artamidae,Artamus,cyanopterus
Artamidae,Artamus fuscus,5.233333333333333,Artamidae,Artamus,fascus
Artamidae,Artamus insignis,4.3,Artamidae,Artamus,insignis
Artamidae,Artamus leucorynchus,5.425,Artamidae,Artamus,leucorhynchus
Artamidae,Artamus maximus,5.9,Artamidae,Artamus,maximus
Artamidae,Artamus monachus,6.5,Artamidae,Artamus,monachus
Artamidae,Artamus personatus,5.1,Artamidae,Artamus,personatus
Artamidae,Artamus superciliosus,4.9,Artamidae,Artamus,superciliosus
Balaenicipitidae,Balaeniceps rex,17.3,Balaenicipitidae,Balaeniceps,rex
Bombycillidae,Bombycilla cedrorum,4.8,Bombycillidae,Bombycilla,cedrorum
Bombycillidae,Bombycilla garrulus,5.2,Bombycillidae,Bombycilla,garrulus
Bombycillidae,Hypocolius ampelinus,4.933333333333334,Bombycillidae,Hypocolius,ampelinus
Bombycillidae,Phainopepla nitens,4.333333333333333,Bombycillidae,Phainopepla,nitens
Bombycillidae,Phainoptila melanoxantha,5.8,Bombycillidae,Phainoptila,melanoxantha
Bombycillidae,Ptilogonys caudatus,4.8,Bombycillidae,Ptiliogonys,caudatus
Bombycillidae,Ptilogonys cinereus,4.3,Bombycillidae,Ptiliogonys,cinereus
Brachypteraciidae,Atelornis pittoides,7.9,Brachypteraciidae,Atelornis,pittoides
Brachypteraciidae,Brachypteracias leptosomus,10,Brachypteraciidae,Brachypteracias,leptosomus
Brachypteraciidae,Brachypteracias squamiger,9.1,Brachypteraciidae,Brachypteracias,squamigera
Brachypteraciidae,Uratelornis chimaera,8.55,Brachypteraciidae,Uratelornis,chimaera
Bucconidae,Bucco macrodactylus,5.1,Bucconidae,Bucco,macrodactylus
Bucconidae,Bucco tamatia,6,Bucconidae,Bucco,tamatia
Bucconidae,Chelidoptera tenebrosa,4.35,Bucconidae,Chelidoptera,tenebrosa
Bucconidae,Hypnelus ruficollis,6.5,Bucconidae,Hypnelus,bicinctus
Bucconidae,Malacoptila fulvogularis,7.3,Bucconidae,Malacoptila,fulvogularis
Bucconidae,Malacoptila panamensis,5.8,Bucconidae,Malacoptila,panamensis
Bucconidae,Malacoptila semicincta,6.6,Bucconidae,Malacoptila,semicincta
Bucconidae,Malacoptila striata,6.3,Bucconidae,Malacoptila,striata
Bucconidae,Micromonacha lanceolata,5.3,Bucconidae,Micromonacha,lanceolata
Bucconidae,Monasa atra,7.4,Bucconidae,Monasa,atra
Bucconidae,Monasa morphoeus,6.8,Bucconidae,Monasa,morphoeus
Bucconidae,Nonnula ruficapilla,5.3,Bucconidae,Nonnula,ruficapilla
Bucconidae,Notharchus macrorhynchos,8.4,Bucconidae,Notharchus,macrorhynchos
Bucconidae,Notharchus pectoralis,7.4,Bucconidae,Notharchus,pectoralis
Bucconidae,Nystalus maculatus,5.5,Bucconidae,Nystalus,maculatus
Bucconidae,Nystalus radiatus,6.9,Bucconidae,Nystalus,radiatus
Bucerotidae,Aceros comatus,13.5,Bucerotidae,Berenicornis,comatus
Bucerotidae,Aceros plicatus,11.35,Bucerotidae,Aceros,plicatus
Bucerotidae,Aceros undulatus,11.7,Bucerotidae,Aceros,undulatus
Bucerotidae,Anorrhinus galeritus,10.7,Bucerotidae,Anorrhinus,galeritus
Bucerotidae,Anthracoceros albirostris,11.3,Bucerotidae,Anthracoceros,malabaricus
Bucerotidae,Anthracoceros coronatus,0.9,Bucerotidae,Anthracoceros,coronatus
Bucerotidae,Buceros bicornis,9.8,Bucerotidae,Buceros,bicornis
Bucerotidae,Buceros hydrocorax,9.6,Bucerotidae,Buceros,hydrocorax
Bucerotidae,Bycanistes cylindricus,10,Bucerotidae,Bycanistes,cylindricus
Bucerotidae,Ceratogymna atrata,11.8,Bucerotidae,Ceratogymna,atrata
Bucerotidae,Ceratogymna elata,12.3,Bucerotidae,Ceratogymna,elata
Bucerotidae,Penelopides panini,9.6,Bucerotidae,Penelopides,panini
Bucerotidae,Tockus camurus,7.6,Bucerotidae,Tockus,camurus
Bucerotidae,Tockus deckeni,6.5,Bucerotidae,Tockus,deckeni
Bucerotidae,Tockus erythrorhynchus,6.8,Bucerotidae,Tockus,erythrorhynchus
Bucerotidae,Tockus fasciatus,8.9,Bucerotidae,Tockus,fasciatus
Bucorvidae,Bucorvus abyssinicus,14.8,Bucerotidae,Bucorvus,abyssinicus
Bucorvidae,Bucorvus cafer,15.8,Bucerotidae,Bucorvus,leadbeateri
Burhinidae,Burhinus bistriatus,15.3,Burninidae,Burhinus,bistriatus
Burhinidae,Burhinus capensis,14.55,Burninidae,Burhinus,capensis
Burhinidae,Burhinus oedicnemus,13.3,Burninidae,Burhinus,oedicnemus
Burhinidae,Burhinus senegalensis,14.1,Burninidae,Burhinus,senegalensis
Burhinidae,Burhinus superciliaris,15.6,Burninidae,Burhinus,superciliaris
Burhinidae,Burhinus vermiculatus,13.8,Burninidae,Burhinus,vermiculatus
Burhinidae,Burhinus grallarius,15.9,Burninidae,Burhinus,magnirostris
Burhinidae,Esacus recurvirostris,15.2,Burninidae,Esacus,recurvirostris
Callaeatidae,Callaeas cinereus,6.7,Callaridae,Callaeas,cinerea
Callaeatidae,Philesturnus carunculatus,7.2,Callaridae,Creadion,acutirostris
Campephagidae,Campephaga phoenicea,5.2,Campephagidae,Campephaga,phoenicea
Campephagidae,Coracina caeruleogrisea,9.1,Campephagidae,Coracina,caeruleogrisea
Campephagidae,Coracina cinerea,5.6,Campephagidae,Coracina,cinerea
Campephagidae,Coracina coerulescens,6.4,Campephagidae,Coracina,coerulescens
Campephagidae,Coracina lineata,6.1,Campephagidae,Coracina,lineata
Campephagidae,Coracina longicauda,7.5,Campephagidae,Coracina,longicauda
Campephagidae,Coracina maxima,7.1,Campephagidae,Pteropodocys,maxima
Campephagidae,Coracina montana,6.2,Campephagidae,Coracina,montana
Campephagidae,Coracina morio,6.7,Campephagidae,Coracina,morio
Campephagidae,Coracina novaehollandiae,7.9,Campephagidae,Coracina,novaehollandiae
Campephagidae,Coracina papuensis,6.5,Campephagidae,Coracina,papuensis
Campephagidae,Coracina pectoralis,6.3,Campephagidae,Coracina,pectoralis
Campephagidae,Coracina striata,7.7,Campephagidae,Coracina,striata
Campephagidae,Hemipus hirundinaceus,4.1,Campephagidae,Hemipus,hirundinaceus
Campephagidae,Hemipus picatus,4,Campephagidae,Hemipus,picatus
Campephagidae,Lalage atrovirens,4.6,Campephagidae,Lalage,atrovirens
Campephagidae,Lalage leucomela,5,Campephagidae,Lalage,leucomela
Campephagidae,Lalage nigra,4.6,Campephagidae,Lalage,nigra
Campephagidae,Lalage sueurii,4,Campephagidae,Lalage,sueurii
Campephagidae,Pericrocotus brevirostris,4.8,Campephagidae,Pericrocotus,brevirostris
Campephagidae,Pericrocotus flammeus,5.25,Campephagidae,Pericrocotus,flammeus
Campephagidae,Pericrocotus roseus,5.2,Campephagidae,Pericrocotus,roseus
Campephagidae,Pericrocotus solaris,4.8,Campephagidae,Pericrocotus,solaris
Campephagidae,Tephrodornis gularis,6.2,Campephagidae,Tephrodornis,gularis
Campephagidae,Tephrodornis pondicerianus,4.6,Campephagidae,Tephrodornis,pondicerianus
Caprimulgidae,Caprimulgus carolinensis,12.7,Caprimulgidae,Caprimulgus,carolinensis
Caprimulgidae,Caprimulgus climacurus,9,Caprimulgidae,Scotornis,climacurus
Caprimulgidae,Caprimulgus europaeus,9.25,Caprimulgidae,Caprimulgus,europaeus
Caprimulgidae,Caprimulgus fossii,8.8,Caprimulgidae,Scotornis,fossii
Caprimulgidae,Caprimulgus indicus,10.399999999999999,Caprimulgidae,Caprimulgus,indicus
Caprimulgidae,Caprimulgus inornatus,9.1,Caprimulgidae,Caprimulgus,inornatus
Caprimulgidae,Caprimulgus longirostris,9,Caprimulgidae,Caprimulgus,longirostris
Caprimulgidae,Caprimulgus macrurus,7.95,Caprimulgidae,Caprimulgus,macrurus
Caprimulgidae,Caprimulgus madagascariensis,9.2,Caprimulgidae,Caprimulgus,madagascariensi
Caprimulgidae,Caprimulgus natalensis,10.6,Caprimulgidae,Caprimulgus,natalensis
Caprimulgidae,Caprimulgus nigrescens,5.8,Caprimulgidae,Caprimulgus,nigrescens
Caprimulgidae,Caprimulgus parvulus,8.5,Caprimulgidae,Caprimulgus,parvulus
Caprimulgidae,Caprimulgus pectoralis,8.4,Caprimulgidae,Caprimulgus,pectoralis
Caprimulgidae,Caprimulgus ruficollis,11.4,Caprimulgidae,Caprimulgus,ruficollis
Caprimulgidae,Caprimulgus vociferus,9.5,Caprimulgidae,Caprimulgus,vociferus
Caprimulgidae,Chordeiles acutipennis,8.4,Caprimulgidae,Chordeiles,acutipennis
Caprimulgidae,Chordeiles minor,8.466666666666667,Caprimulgidae,Chordeiles,minor
Caprimulgidae,Chordeiles pusillus,6.7,Caprimulgidae,Chordeiles,pusillus
Caprimulgidae,Eurostopodus argus,11.3,Caprimulgidae,Eurostopodus,guttatus
Caprimulgidae,Eurostopodus macrotis,13.75,Caprimulgidae,Eurostopodus,macrotis
Caprimulgidae,Hydropsalis climacocerca,9.9,Caprimulgidae,Hydropsalis,climacocerca
Caprimulgidae,Hydropsalis torquata,8.8,Caprimulgidae,Hydropsalis,brasiliana
Caprimulgidae,Lurocalis semitorquatus,9.1,Caprimulgidae,Lurocalis,semitorquatus
Caprimulgidae,Macrodipteryx longipennis,9.1,Caprimulgidae,Macrodipteryx,longipennis
Caprimulgidae,Macrodipteryx vexillarius,9.7,Caprimulgidae,Semetophorus,vexillarius
Caprimulgidae,Nyctidromus albicollis,10,Caprimulgidae,Nyctidromus,albicollis
Caprimulgidae,Nyctiphrynus mcleodii,8.1,Caprimulgidae,Ocophanes,hollodii
Caprimulgidae,Nyctiprogne leucopyga,8.1,Caprimulgidae,Nyctiprogne,leucopyga
Caprimulgidae,Phalaenoptilus nuttallii,8.5,Caprimulgidae,Phalaenoptilus,nuttallii
Caprimulgidae,Podager nacunda,12,Caprimulgidae,Podager,nacunda
Caprimulgidae,Uropsalis segmentata,9.5,Caprimulgidae,Uropsalis,segmentata
Cardinalidae,Amaurospiza moesta,4.2,Emberizidae,Amaurospiza,moesta
Cardinalidae,Cardinalis cardinalis,5.45,Emberizidae,Cardinalis,cardinalis
Cardinalidae,Cardinalis cardinalis,5.45,Emberizidae,Caryothraustes,canadensis
Cardinalidae,Chlorothraupis carmioli,5,Emberizidae,Chlorothraupis,carmioli
Cardinalidae,Chlorothraupis olivacea,5.8,Emberizidae,Chlorothraupis,olivacea
Cardinalidae,Cyanocompsa cyanoides,4.75,Emberizidae,Passerina,cyanoides
Cardinalidae,Granatellus sallaei,4.3,Parulidae,Granatellus,sallaei
Cardinalidae,Habia gutturalis,5.3,Emberizidae,Habia,gutturalis
Cardinalidae,Habia rubica,5.2,Emberizidae,Habia,rubica
Cardinalidae,Pheucticus ludovicianus,5.1,Emberizidae,Pheucticus,ludovianus
Cardinalidae,Pheucticus melanocephalus,5.2,Emberizidae,Pheucticus,melanocephalus
Cardinalidae,Piranga flava,5,Emberizidae,Piranga,flava
Cardinalidae,Piranga olivacea,5.1,Emberizidae,Piranga,olivacea
Cardinalidae,Saltator atriceps,6.3,Emberizidae,Saltator,atriceps
Cardinalidae,Saltator atricollis,5,Emberizidae,Saltator,articollis
Cardinalidae,Saltator aurantiirostris,4.8,Emberizidae,Saltator,aurantitrostris
Cardinalidae,Saltator grossus,6,Emberizidae,Pitylus,grossus
Cardinalidae,Saltator maximus,5.4,Emberizidae,Saltator,maximus
Cardinalidae,Saltator similis,5.199999999999999,Emberizidae,Saltator,similis
Cardinalidae,Spiza americana,4.3,Emberizidae,Spiza,americana
Cariamidae,Cariama cristata,10.02,Cariamidae,Cariama,cristata
Cariamidae,Chunga burmeisteri,10.8,Cariamidae,Chunga,burmeisteri
Casuariidae,Casuarius bennetti,16.8,Casuaridae,Casuarius,bennetti
Casuariidae,Casuarius casuarius,17.55,Casuariidae,Casuarius,casuarius
Casuariidae,Casuarius casuarius,17.55,Casuaridae,Casuarius,casuarius
Casuariidae,Casuarius unappendiculatus,17.8,Casuaridae,Casuarius,unappendiculatus
Cathartidae,Cathartes aura,9.233333333333333,Cathartidae,Cathartes,aura
Cathartidae,Coragyps atratus,8.8,Cathartidae,Coragyps,auratus
Cathartidae,Gymnogyps californianus,11.2,Cathartidae,Gymnogyps,californianus
Cathartidae,Sarcoramphus papa,11.875,Cathartidae,Sarcoraepeus,papa
Cathartidae,Vultur gryphus,10.8,Cathartidae,Vultur,gryphus
Certhiidae,Certhia brachydactyla,3,Certhiidae,Certhia,brachydactyla
Certhiidae,Certhia familiaris,3.2,Certhiidae,Certhia,familiaris
Certhiidae,Certhia himalayana,3.2,Certhiidae,Certhia,himalayana
Certhiidae,Certhia nipalensis,3.2,Certhiidae,Certhia,nipalensis
Certhiidae,Salpornis spilonotus,3.2333333333333334,Certhiidae,Salpornis,spilonotus
Charadriidae,Anarhynchus frontalis,6.5,Charadriidae,Atarhynchus,frontalis
Charadriidae,Charadrius alexandrinus,6.4,Charadriidae,Charadrius,alexandrinus
Charadriidae,Charadrius asiaticus,6,Charadriidae,Charadrius,asiaticus
Charadriidae,Charadrius australis,6.8,Charadriidae,Phetorias,australis
Charadriidae,Charadrius collaris,5.7,Charadriidae,Charadrius,collaris
Charadriidae,Charadrius dubius,5.1,Charadriidae,Charadrius,dubius
Charadriidae,Charadrius melodus,4.25,Charadriidae,Charadrius,melodus
Charadriidae,Charadrius modestus,6.8,Charadriidae,Charadrius,modestus
Charadriidae,Charadrius hiaticula,5.9,Charadriidae,Charadrius,semipalmatus
Charadriidae,Charadrius vociferus,7.2,Charadriidae,Charadrius,vociferus
Charadriidae,Oreopholus ruficollis,7.699999999999999,Charadriidae,Buoronias,ruficollis
Charadriidae,Phegornis mitchellii,5.5,Charadriidae,Phegornis,mitchellii
Charadriidae,Pluvialis dominica,8.1,Charadriidae,Pluvialis,dominica
Charadriidae,Pluvialis squatarola,9.4,Charadriidae,Pluvialis,squatarola
Charadriidae,Vanellus chilensis,8.6,Charadriidae,Vanellus,chilensis
Charadriidae,Vanellus miles,8.9,Charadriidae,Vanellus,miles
Charadriidae,Vanellus senegallus,8.9,Charadriidae,Vanellus,senegalensis
Charadriidae,Vanellus spinosus,8.8,Charadriidae,Vanellus,spinosus
Charadriidae,Vanellus vanellus,8.2,Charadriidae,Vanellus,vanellus
Chionidae,Chionis albus,6,Chionididae,Chionis,alba
Chionidae,Chionis minor,6.333333333333333,Chionididae,Chionis,minor
Chionidae,Pluvianellus socialis,5.1,Charadriidae,Pluvianellus,socialis
Chloropseidae,Chloropsis aurifrons,4.5,Irenidae,Chloropsis,aurifrons
Chloropseidae,Chloropsis cochinchinensis,4.1,Irenidae,Chloropsis,cochinchinensis
Chloropseidae,Chloropsis cyanopogon,3.9,Irenidae,Chloropsis,cyanopogon
Chloropseidae,Chloropsis hardwickii,4.8,Irenidae,Chloropsis,hardwickii
Chloropseidae,Chloropsis palawanensis,4.4,Irenidae,Chloropsis,palawanensis
Chloropseidae,Chloropsis sonnerati,4.6,Irenidae,Chloropsis,sonnerati
Ciconiidae,Anastomus lamelligerus,9.2,Ciconiidae,Anastomus,lamelligerus
Ciconiidae,Anastomus oscitans,9.9,Ciconiidae,Anastomus,oscitans
Ciconiidae,Ciconia abdimii,9.5,Ciconiidae,Ciconia,abdimii
Ciconiidae,Ciconia ciconia,11.5,Ciconiidae,Ciconia,ciconia
Ciconiidae,Ciconia nigra,12.1,Ciconiidae,Ciconia,nigra
Ciconiidae,Ephippiorhynchus asiaticus,16.799999999999997,Ciconiidae,Epnipplorhynchus,asiaticus
Ciconiidae,Ephippiorhynchus senegalensis,17,Ciconiidae,Epnipplorhynchus,senegalensis
Ciconiidae,Leptoptilos crumeniferus,14.6,Ciconiidae,Leptoptilos,crumeniferus
Ciconiidae,Leptoptilos javanicus,16,Ciconiidae,Leptoptilos,javanicus
Ciconiidae,Mycteria leucocephala,11.1,Ciconiidae,Nycteria,leucocephala
Cinclidae,Cinclus cinclus,4.6,Cinclidae,Cinclus,cinclus
Cinclidae,Cinclus leucocephalus,5.4,Cinclidae,Cinclus,leucocephalus
Cinclidae,Cinclus mexicanus,4.85,Cinclidae,Cinclus,mexicanus
Cinclidae,Cinclus pallasii,5.2,Cinclidae,Cinclus,pallasii
Cinclosomatidae,Cinclosoma castanotum,4.9,Muscicapidae,Cinclosoma,castanotus
Cinclosomatidae,Cinclosoma cinnamomeum,4.6,Muscicapidae,Cinclosoma,cinnamomeum
Cisticolidae,Apalis flavida,2.8,Muscicapidae,Apalis,flavida
Cisticolidae,Apalis melanocephala,2.4,Muscicapidae,Apalis,melanocephala
Cisticolidae,Camaroptera brachyura,3.7,Muscicapidae,Camaroptera,brevicaudata
Cisticolidae,Camaroptera chloronota,3.8,Muscicapidae,Camaroptera,chloronota
Cisticolidae,Camaroptera superciliaris,3.6,Muscicapidae,Camaroptera,superciliaris
Cisticolidae,Cisticola brachypterus,3,Muscicapidae,Cisticola,brachyptera
Cisticolidae,Cisticola dambo,3.3,Muscicapidae,Cisticola,dambo
Cisticolidae,Cisticola erythrops,3.7,Muscicapidae,Cisticola,erythrops
Cisticolidae,Cisticola lateralis,3.5,Muscicapidae,Cisticola,lateralis
Cisticolidae,Cisticola natalensis,3.7,Muscicapidae,Cisticola,natalensis
Cisticolidae,Eminia lepida,3.7,Muscicapidae,Eminia,lepida
Cisticolidae,Heliolais erythropterus,3.6,Muscicapidae,Heliolais,erythroptera
Cisticolidae,Hypergerus atriceps,4.3,Muscicapidae,Hypergerus,atriceps
Cisticolidae,Prinia atrogularis,3.9,Muscicapidae,Prinia,atrogularis
Cisticolidae,Prinia flaviventris,3.3,Muscicapidae,Prinia,flaviventris
Cisticolidae,Prinia gracilis,3.25,Muscicapidae,Prinia,gracilis
Cisticolidae,Prinia subflava,3.4,Muscicapidae,Prinia,subflava
Cisticolidae,Scotocerca inquieta,3.2,Muscicapidae,Scotocerca,inquieta
Climacteridae,Climacteris affinis,4.3,Climacteridae,Climacteris,afiinis
Climacteridae,Climacteris erythrops,3.4,Climacteridae,Climacteris,erythrops
Climacteridae,Climacteris melanurus,4.1,Climacteridae,Climacteris,melanura
Climacteridae,Climacteris picumnus,4.5,Climacteridae,Climacteris,picumnus
Climacteridae,Climacteris rufus,4.4,Climacteridae,Climacteris,rufa
Climacteridae,Cormobates leucophaea,4.1,Climacteridae,Climacteris,leucophaea
Cnemophilidae,Cnemophilus loriae,6.633333333333334,Paradisaeidae,Loria,loriae
Cnemophilidae,Cnemophilus macgregorii,7,Paradisaeidae,Cnemophilus,macgregorii
Coerebidae,Coereba flaveola,3.1500000000000004,Parulidae,Coereba,flaveola
Coliidae,Colius castanotus,4.2,Coliidae,Colius,castanotus
Coliidae,Colius colius,3.9499999999999997,Coliidae,Colius,colius
Coliidae,Colius leucocephalus,4.3,Coliidae,Colius,leucocephalus
Coliidae,Colius striatus,4.525,Coliidae,Colius,striatus
Coliidae,Urocolius indicus,4.133333333333333,Coliidae,Colius,indicus
Coliidae,Urocolius macrourus,4.3,Coliidae,Colius,macrourus
Colluricinclidae,Colluricincla harmonica,6.3,Muscicapidae,Colluricincla,harmonica
Colluricinclidae,Colluricincla megarhyncha,4.9,Muscicapidae,Colluricincla,megarhyncha
Colluricinclidae,Oreoica gutturalis,5.2,Muscicapidae,Oreoica,gutturalis
Colluricinclidae,Pitohui ferrugineus,6.9,Muscicapidae,Pitohui,ferrugineus
Colluricinclidae,Pitohui kirhocephalus,5.8,Muscicapidae,Pitohui,kirhocephalus
Columbidae,Alectroenas madagascariensis,7.3,Columbidae,Alectroenas,madagascariensi
Columbidae,Aplopelia larvata,6.9,Columbidae,Aplopelia,larvata
Columbidae,Caloenas nicobarica,8.3,Columbidae,Caloenas,nicobarica
Columbidae,Chalcophaps indica,6.3,Columbidae,Chalcophaps,indica
Columbidae,Claravis pretiosa,4.8,Columbidae,Claravis,pretiosa
Columbidae,Columba janthina,8.4,Columbidae,Columba,janthina
Columbidae,Columba livia,6.5,Columbidae,Columba,livia
Columbidae,Columba malherbii,6.3,Columbidae,Columba,malherbii
Columbidae,Columba trocaz,6.7,Columbidae,Columba,trocaz
Columbidae,Columbina inca,3.9,Columbidae,Scardapella,inca
Columbidae,Columbina minuta,3.6,Columbidae,Columbina,minuta
Columbidae,Columbina picui,4,Columbidae,Columbina,picui
Columbidae,Columbina talpacoti,3.95,Columbidae,Columbina,talpacoti
Columbidae,Didunculus strigirostris,8.2,Columbidae,Didunculus,strigirostris
Columbidae,Ducula aenea,7.6,Columbidae,Ducula,aenea
Columbidae,Ducula badia,8.7,Columbidae,Ducula,badia
Columbidae,Ducula pistrinaria,6.2,Columbidae,Ducula,pistrinaria
Columbidae,Ducula spilorrhoa,7.2,Columbidae,Ducula,spilorrhoa
Columbidae,Gallicolumba luzonica,6.4,Columbidae,Gallicolumba,luzonica
Columbidae,Gallicolumba rubescens,5.3,Columbidae,Gallicolumba,rubescens
Columbidae,Gallicolumba stairi,5,Columbidae,Gallicolumba,stairi
Columbidae,Geopelia cuneata,4.1,Columbidae,Geopelia,cuneata
Columbidae,Geopelia humeralis,5.6,Columbidae,Geopelia,humeralis
Columbidae,Geophaps smithii,6.2,Columbidae,Petrophassa,smithii
Columbidae,Geotrygon montana,6,Columbidae,Geotrygon,montana
Columbidae,Goura cristata,10.8,Columbidae,Goura,cristata
Columbidae,Goura scheepmakeri,11.3,Columbidae,Goura,scheepmakeri
Columbidae,Goura victoria,11.3,Columbidae,Goura,victoria
Columbidae,Gymnophaps albertisii,7.8,Columbidae,Gymnophaps,albertisii
Columbidae,Hemiphaga novaeseelandiae,8.4,Columbidae,Hemiphaga,novaeseelandiae
Columbidae,Henicophaps albifrons,7,Columbidae,Henicophaps,albifrons
Columbidae,Leptotila cassini,6,Columbidae,Leptotila,cassini
Columbidae,Leptotila rufaxilla,6.65,Columbidae,Leptotila,rufaxilla
Columbidae,Leptotila verreauxi,6.4,Columbidae,Leptotila,verreauxi
Columbidae,Macropygia phasianella,5.3,Columbidae,Macropgia,phasianella
Columbidae,Macropygia unchall,7,Columbidae,Macropgia,unchall
Columbidae,Metriopelia ceciliae,4.6,Columbidae,Metriopelia,ceciliae
Columbidae,Ocyphaps lophotes,6.5,Columbidae,Ocyphaps,lophotes
Columbidae,Oena capensis,4.2,Columbidae,Oena,capensis
Columbidae,Otidiphaps nobilis,9,Columbidae,Otidiphaps,nobilis
Columbidae,Patagioenas cayennensis,6.65,Columbidae,Columba,cayennensis
Columbidae,Patagioenas leucocephala,6.9,Columbidae,Columba,leucocephala
Columbidae,Phapitreron amethystinus,6.2,Columbidae,Phapitreron,amethystina
Columbidae,Phaps chalcoptera,6.9,Columbidae,Phaps,chalcoptera
Columbidae,Ptilinopus huttoni,5.7,Columbidae,Ptilinopus,huttoni
Columbidae,Ptilinopus jambu,6.9,Columbidae,Ptilinopus,jambu
Columbidae,Ptilinopus layardi,5.7,Columbidae,Ptilinopus,layardi
Columbidae,Ptilinopus perousii,5,Columbidae,Ptilinopus,perousii
Columbidae,Ptilinopus rivoli,5.9,Columbidae,Ptilinopus,rivoli
Columbidae,Reinwardtoena reinwardtsi,6.7,Columbidae,Reinwardtoena,reinwardtsi
Columbidae,Stigmatopelia chinensis,5.2,Columbidae,Streptopelia,chinensis
Columbidae,Stigmatopelia senegalensis,5.2,Columbidae,Streptopelia,senegalensis
Columbidae,Streptopelia decaocto,5.5,Columbidae,Streptopelia,decaocto
Columbidae,Streptopelia turtur,5.6,Columbidae,Streptopelia,turtur
Columbidae,Treron apicauda,5.55,Columbidae,Treron,apicauda
Columbidae,Treron calvus,7,Columbidae,Treron,calva
Columbidae,Treron pompadora,5.75,Columbidae,Treron,pompadora
Columbidae,Turtur afer,5.1,Columbidae,Turtur,afer
Columbidae,Turtur tympanistria,5.7,Columbidae,Turtur,tympanistria
Columbidae,Uropelia campestris,3.7,Columbidae,Uropelia,campestris
Columbidae,Zenaida macroura,4.8,Columbidae,Zenaida,auriculata
Columbidae,Zenaida macroura,4.8,Columbidae,Zenaida,macroura
Conopophagidae,Conopophaga ardesiaca,5.5,Conopophagidae,Conopophaga,ardesiaca
Conopophagidae,Conopophaga aurita,5.1,Conopophagidae,Conopophaga,aurita
Conopophagidae,Conopophaga castaneiceps,5.8,Conopophagidae,Conopophaga,castaneiceps
Conopophagidae,Conopophaga lineata,5.266666666666667,Conopophagidae,Conopophaga,lineata
Conopophagidae,Conopophaga melanops,5,Conopophagidae,Conopophaga,melanops
Coraciidae,Coracias abyssinicus,6.4,Coraciidae,Coracias,abyssinica
Coraciidae,Coracias benghalensis,7.8,Coraciidae,Coracias,benghalensis
Coraciidae,Coracias caudatus,7.3,Coraciidae,Coracias,caudata
Coraciidae,Coracias cyanogaster,6.95,Coraciidae,Coracias,cyanogaster
Coraciidae,Coracias garrulus,6.25,Coraciidae,Coracias,garrulus
Coraciidae,Coracias naevia,8.5,Coraciidae,Coracias,noevia
Coraciidae,Eurystomus glaucurus,7.4,Coraciidae,Eurystomus,glaucurus
Coraciidae,Eurystomus gularis,7.8,Coraciidae,Eurystomus,gularis
Coraciidae,Eurystomus orientalis,7.75,Coraciidae,Eurystomus,orientalis
Corcoracidae,Corcorax melanorhamphos,6.933333333333334,Grallinidae,Corcorax,melanorhamphos
Corcoracidae,Struthidea cinerea,6.066666666666666,Grallinidae,Struthidea,cinerea
Corvidae,Aphelocoma coerulescens,5.8,Corvidae,Aphelocoma,coerulescens
